Time (s),ECG Signal (mV)
0.0,60.24835707650561
0.004001600640256103,60.03143893684481
0.008003201280512205,60.52498580814099
0.012004801920768308,61.0632256474186
0.01600640256102441,60.28520130468244
0.020008003201280513,60.38577424335858
0.024009603841536616,61.393010680605514
0.028011204481792718,61.08767937396661
0.03201280512204882,60.56977810279494
0.03601440576230493,61.17634351810398
0.040016006402561026,60.773897129004155
0.044017607042817125,60.873277220686155
0.04801920768307323,61.32765236272759
0.05202080832332934,60.35055260599642
0.056022408963585436,60.54524704990032
0.060024009603841535,61.22706654041417
0.06402561024409764,61.10228954944337
0.06802721088435375,61.86631341089431
0.07202881152460985,61.35565153700868
0.07603041216486595,61.203974114305446
0.08003201280512205,62.743400664585835
0.08403361344537816,61.99812573497523
0.08803521408563425,62.24520224767103
0.09203681472589036,61.59947433250207
0.09603841536614646,62.1400527290475
0.10004001600640257,62.568085802624644
0.10404161664665867,62.037492251711704
0.10804321728691477,62.901186063977946
0.11204481792717087,62.5133485715971
0.11604641856742698,62.768134116528834
0.12004801920768307,62.71342233915822
0.12404961984793918,64.04069033633064
0.12805122048819528,63.20805854156408
0.13205282112845138,62.78618727658784
0.1360544217687075,63.82652982787673
0.1400560224089636,62.90502858770881
0.1440576230492197,63.7200530277954
0.1480592236894758,62.735934129441546
0.1520608243297319,63.15180063841501
0.156062424969988,64.01442462972913
0.1600640256102441,64.38530289537582
0.1640656262505002,64.201803951572
0.16806722689075632,64.1583198549198
0.1720688275310124,64.16558968068131
0.1760704281712685,63.67685078073504
0.18007202881152462,64.15613200227305
0.1840736294517807,64.38564850285564
0.18807523009203683,65.24441360300864
0.19207683073229292,64.98751642451509
0.19607843137254902,64.03401154890719
0.20008003201280514,65.17736688412013
0.20408163265306123,64.92254532717207
0.20808323329331735,64.8763546996554
0.21208483393357344,65.62035011067927
0.21608643457382953,65.92967439773973
0.22008803521408565,65.97944314003769
0.22408963585434175,65.19378790679991
0.22809123649459784,65.55834858277022
0.23209283713485396,65.97810847366873
0.23609443777511005,66.39973456464757
0.24009603841536614,65.77182275222566
0.24409763905562226,66.0179902511511
0.24809923969587835,65.65702349065813
0.25210084033613445,65.71141964545717
0.25610244097639057,66.81507796225216
0.2601040416166467,67.18618664493435
0.26410564225690275,66.57127200806023
0.26810724289715887,67.20821218743674
0.272108843537415,66.98639002518912
0.27611044417767105,66.58209538743493
0.2801120448179272,67.18439267109686
0.2841136454581833,67.87170848062499
0.2881152460984394,67.18372760652177
0.2921168467386955,68.08286735677885
0.2961184473789516,66.08953172849525
0.3001200480192077,67.90916750832368
0.3041216486594638,67.64050436512903
0.3081232492997199,67.54619370557872
0.312124849939976,67.84024566976241
0.3161264505802321,66.89919945201954
0.3201280512204882,67.88171669694141
0.32412965186074433,68.26862713875899
0.3281312525010004,68.92748494532685
0.3321328531412565,68.02781811911292
0.33613445378151263,67.98106934529527
0.3401360544217687,68.23274753482919
0.3441376550620248,69.03958339526369
0.34813925570228094,68.84445991980839
0.352140856342537,68.5133514196417
0.3561424569827931,69.13295690216229
0.36014405762304924,69.02289751179755
0.36414565826330536,69.55666005160387
0.3681472589035614,68.81923247692576
0.37214885954381755,69.10429144738534
0.37615046018407367,69.16987335157683
0.38015206082432973,68.73191565389101
0.38415366146458585,69.70941914074973
0.38815526210484197,69.78951206948305
0.39215686274509803,69.7591055326563
0.39615846338535415,69.73675793159295
0.4001600640256103,69.2438065278312
0.40416166466586634,69.83854672870082
0.40816326530612246,69.9748260981169
0.4121648659463786,69.84229454795604
0.4161664665866347,70.25997539803568
0.42016806722689076,70.63976338432794
0.4241696678671469,71.47788462537619
0.428171268507403,70.71906770330061
