Time (s),ECG Signal (mV)
0.0,59.41736912579017
0.00400026668444563,60.686071478755466
0.00800053336889126,62.397877975663114
0.01200080005333689,63.829788871465524
0.01600106673778252,63.570570621002645
0.02000133342222815,65.24365036177178
0.02400160010667378,67.96287402501588
0.02800186679111941,68.30127389539024
0.03200213347556504,68.82512287507167
0.03600240016001067,69.94440885673144
0.0400026668444563,71.22626655457312
0.04400293352890193,72.6203403251431
0.04800320021334756,74.48837483879439
0.05200346689779319,75.81687716979918
0.05600373358223882,76.64140678708054
0.060004000266684454,78.787345510701
0.06400426695113008,77.71948171716511
0.06800453363557571,79.86086189683215
0.07200480032002134,80.85520800475797
0.07600506700446698,81.34808487532182
0.0800053336889126,82.52421614405597
0.08400560037335823,83.72865211972425
0.08800586705780386,84.07619900891514
0.09200613374224949,85.63024808057622
0.09600640042669512,86.92488855758542
0.10000666711114076,87.142809191108
0.10400693379558638,89.23848289825527
0.10800720048003201,88.51987806280658
0.11200746716447764,89.79285614327725
0.11600773384892327,91.09815182681066
0.12000800053336891,90.75402228429152
0.12400826721781454,92.00890605376453
0.12800853390226016,93.1347502500704
0.1320088005867058,93.56982190002003
0.13600906727115142,94.44146984383539
0.14000933395559706,94.7757829702717
0.14400960064004267,96.23164022535012
0.14800986732448831,95.86096611039879
0.15201013400893396,96.61558256524302
0.15601040069337957,97.47515194240673
0.1600106673778252,97.194238642703
0.16401093406227082,98.92861735303858
0.16801120074671647,98.13905235608942
0.1720114674311621,99.63679253058817
0.17601173411560772,99.0720712526251
0.18001200080005336,99.49559817519895
0.18401226748449898,99.43659590636656
0.18801253416894462,98.6594380816365
0.19201280085339023,99.30508405571823
0.19601306753783587,99.98819204902439
0.2000133342222815,101.0394113674057
0.20401360090672713,99.08025878237581
0.20801386759117277,99.63606874729999
0.21201413427561838,100.28827329237018
0.21601440096006402,99.96454216207786
0.22001466764450966,99.60188167156898
0.22401493432895528,100.6003712267582
0.22801520101340092,99.73532784138838
0.23201546769784653,99.88845023264358
0.23601573438229217,98.81621326434913
0.24001600106673782,99.27775754009487
0.24401626775118343,98.87713319672213
0.24801653443562907,98.42619529199841
0.2520168011200747,97.97241624952291
0.2560170678045203,98.40800457944692
0.26001733448896597,96.8970257056658
0.2640176011734116,95.8342400655272
0.2680178678578572,96.90981892734776
0.27201813454230284,95.35966551917662
0.2760184012267485,94.0390250165542
0.2800186679111941,93.63394560608467
0.28401893459563976,92.88287936314296
0.28801920128008535,92.806046450856
0.292019467964531,92.03726192329769
0.29601973464897663,91.07559942922498
0.30002000133342227,90.31310263821206
0.3040202680178679,89.32094720116535
0.3080205347023135,89.71841241349453
0.31202080138675914,88.87372699113249
0.3160210680712048,88.06592828395667
